subject,count,link
"dr. magee",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#dr.%20magee"
"schober brewery",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#schober%20brewery"
"artificial ice",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#artificial%20ice"
"elks club",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#elks%20club"
"wooden sidewalk",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#wooden%20sidewalk"
"idaho national harvester co.",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#idaho%20national%20harvester%20co."
"inland motor freight",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#inland%20motor%20freight"
"city transfer and storage",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#city%20transfer%20and%20storage"
"shorty's place",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#shorty's%20place"
"coal shed",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#coal%20shed"
"crites seed",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#crites%20seed"
"jerry's",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jerry's"
"iva gelwick",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#iva%20gelwick"
"natatorium",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#natatorium"
"golden rule",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#golden%20rule"
"general store",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#general%20store"
"mcgregor house",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#mcgregor%20house"
"auto dealership",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#auto%20dealership"
"hudson",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#hudson"
"gas pump",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#gas%20pump"
"auto livery",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#auto%20livery"
"latah care center",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#latah%20care%20center"
"nursing home",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#nursing%20home"
"william taylor",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#william%20taylor"
"les howells",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#les%20howells"
"r.j. christianson",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#r.j.%20christianson"
"appliances",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#appliances"
"cope gale",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#cope%20gale"
"kelly storm",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#kelly%20storm"
"jeffory western",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jeffory%20western"
"al jones",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#al%20jones"
"bafus jewelers",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#bafus%20jewelers"
"dan bafus",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#dan%20bafus"
"louise darby",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#louise%20darby"
"3-d panhandle gems",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#3-d%20panhandle%20gems"
"montana sapphires",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#montana%20sapphires"
"betsy bybell",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#betsy%20bybell"
"story time",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#story%20time"
"new wing",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#new%20wing"
"shop",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#shop"
"royal club food store",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#royal%20club%20food%20store"
"pool hall",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#pool%20hall"
"santa",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#santa"
"color postcard",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#color%20postcard"
"wade's motel",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#wade's%20motel"
"don hingston",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#don%20hingston"
"trash",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#trash"
"bins",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#bins"
"ward paint and hardware",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#ward%20paint%20and%20hardware"
"mr. steffens",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#mr.%20steffens"
"irons",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#irons"
"wooden floor",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#wooden%20floor"
"women workers",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#women%20workers"
"shoe store",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#shoe%20store"
"jogger",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jogger"
"skattaboe home",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#skattaboe%20home"
"moscow cemetery",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#moscow%20cemetery"
"skylight",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#skylight"
"families",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#families"
"house of fabrics",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#house%20of%20fabrics"
"pedestrian ramp",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#pedestrian%20ramp"
"small world",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#small%20world"
"floor design",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#floor%20design"
"billie morford",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#billie%20morford"
"ray and anna hunter",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#ray%20and%20anna%20hunter"
"candy making",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#candy%20making"
"june ramstedt",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#june%20ramstedt"
"ray hunter",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#ray%20hunter"
"candy",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#candy"
"valentine boxes",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#valentine%20boxes"
"first federal bank",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#first%20federal%20bank"
"jack and jill child care",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jack%20and%20jill%20child%20care"
"day care center",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#day%20care%20center"
"the united church of moscow",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#the%20united%20church%20of%20moscow"
"garrett freightlines",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#garrett%20freightlines"
"pullman highway",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#pullman%20highway"
"varsity drive-in",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#varsity%20drive-in"
"quitting business",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#quitting%20business"
"coffehouse",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#coffehouse"
"university inn",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#university%20inn"
"lodging",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#lodging"
"opening",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#opening"
"banking business",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#banking%20business"
"winter clothing",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#winter%20clothing"
"entrance",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#entrance"
"departures travel",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#departures%20travel"
"nectar",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#nectar"
"university farm",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#university%20farm"
"curb construction",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#curb%20construction"
"sherman town",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#sherman%20town"
"charlie thompson",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#charlie%20thompson"
"oil cans",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#oil%20cans"
"belts",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#belts"
"live shafts",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#live%20shafts"
"sheman duane town",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#sheman%20duane%20town"
"troy lumber",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#troy%20lumber"
"moscow implement",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#moscow%20implement"
"the windshield doctor",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#the%20windshield%20doctor"
"cletrac tractors",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#cletrac%20tractors"
"bud hood",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#bud%20hood"
"oakesdale",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#oakesdale"
"cletrac hg tractor",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#cletrac%20hg%20tractor"
"david hood",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#david%20hood"
"tractors",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#tractors"
"information center",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#information%20center"
"arched roof",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#arched%20roof"
"ernst hardware",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#ernst%20hardware"
"building construction",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#building%20construction"
"remodel",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#remodel"
"shields building south",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#shields%20building%20south"
"law office",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#law%20office"
"cope r. gale",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#cope%20r.%20gale"
"chang sing",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#chang%20sing"
"hyperspud sports",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#hyperspud%20sports"
"gem state crystals",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#gem%20state%20crystals"
"sutherland ready mix",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#sutherland%20ready%20mix"
"duncan construction",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#duncan%20construction"
"chapin mayflower truck",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#chapin%20mayflower%20truck"
"feed store",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#feed%20store"
"seed company",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#seed%20company"
"pea and lentil processors",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#pea%20and%20lentil%20processors"
"plumbing and heating",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#plumbing%20and%20heating"
"abandoned building",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#abandoned%20building"
"otto charles carssow",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#otto%20charles%20carssow"
"belle estes",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#belle%20estes"
"cox and nelson",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#cox%20and%20nelson"
"hope center",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#hope%20center"
"plumbing and electrical",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#plumbing%20and%20electrical"
"jewelry store",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jewelry%20store"
"clocks",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#clocks"
"jerry jackle",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#jerry%20jackle"
"surplus furniture",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#surplus%20furniture"
"marketime drug",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#marketime%20drug"
"richard collins",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#richard%20collins"
"medical clinic",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#medical%20clinic"
"dr. william marineau",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#dr.%20william%20marineau"
"dr. r.d. brooks",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#dr.%20r.d.%20brooks"
"marianne's figure salon",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#marianne's%20figure%20salon"
"crossroads bookstore",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#crossroads%20bookstore"
"hotel sign",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#hotel%20sign"
"building renovation",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#building%20renovation"
"biscuitroot park",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#biscuitroot%20park"
"martin's auto service center",1,"https://latahcountyhistoricalsociety.github.io/moscow-pilot/browse.html#martin's%20auto%20service%20center"
